Au+Au 39 GeV
------------------------
pTlow [GeV/c] pThigh[GeV/c]   d^2N/(2pi*pt*dpt*dy)[(GeV/c)^-2]   error(stat.)    error(sys.)
pi-  0-5%
0.25 	 0.30 	 194.747 	 0.05362 	 13.37330 
0.30 	 0.35 	 146.771 	 0.04251 	 9.81728 
0.35 	 0.40 	 111.835 	 0.03454 	 7.35680 
0.40 	 0.45 	 85.7363 	 0.02847 	 5.58160 
0.45 	 0.50 	 65.9317 	 0.02368 	 4.26480 
0.50 	 0.55 	 50.6772 	 0.01980 	 3.26521 
0.55 	 0.60 	 39.1512 	 0.01667 	 2.51656 
0.60 	 0.65 	 30.9087 	 0.01424 	 1.98393 
0.65 	 0.70 	 24.0352 	 0.01211 	 1.54149 
0.70 	 0.75 	 19.2463 	 0.01048 	 1.23384 
0.40 	 0.50 	 74.7484 	 0.02349 	 4.84877 
0.50 	 0.60 	 44.6805 	 0.01648 	 2.87497 
0.60 	 0.70 	 27.3010 	 0.01192 	 1.75154 
0.70 	 0.80 	 16.9566 	 0.00879 	 1.08693 
0.80 	 0.90 	 10.6798 	 0.00658 	 0.68475 
0.90 	 1.00 	 6.7705 	 0.00497 	 0.43475 
1.00 	 1.10 	 4.3570 	 0.00380 	 0.28091 
1.10 	 1.20 	 2.8388 	 0.00293 	 0.18492 
1.20 	 1.30 	 1.8575 	 0.00227 	 0.12406 
1.30 	 1.40 	 1.2239 	 0.00177 	 0.08665 
1.40 	 1.50 	 0.8148 	 0.00139 	 0.06521 
1.50 	 1.60 	 0.5423 	 0.00110 	 0.05403 
1.60 	 1.70 	 0.3646 	 0.00087 	 0.03632 
1.70 	 1.80 	 0.2488 	 0.00070 	 0.02478 
1.80 	 1.90 	 0.1684 	 0.00056 	 0.01678 
1.90 	 2.00 	 0.1166 	 0.00045 	 0.01162 
